overall,vote,verified,reviewText,summary,unixReviewTime,Topic1,Topic2,Topic3,Topic4,Topic5,imagenum,nameverified,Sentiment,Length,Sentences,Flesch,Days,verified_option,Retail,vote_fillna
5.0,,1,"I got my first Microsoft Natural keyboard when they first came out.  I've been hooked ever since.  I've tried to use regular keyboards (when I've HAD to) and I don't like them at all.  This keyboard has me spoiled.  It's very comfortable for the wrists, a nice intuitive setup.  I try to keep at least one extra put back in case one dies.  They seem to have a great lifespan, unless you accidentally pour water on them, which I did with my last one.  :\","Easy on the wrists, intuitive setup",2015-11-20,0.4876900017261505,0.036890000104904175,0.4005799889564514,0.0456399992108345,0.029200000688433647,0,0.0,0.8011,84,1,3.14,3698,0,1,0.0
5.0,,1,good quality,Five Stars,2015-11-20,0.4864700138568878,0.037870001047849655,0.3988400101661682,0.04684999957680702,0.029980000108480453,0,1.0,0.4404,2,1,35.61,3698,0,0,0.0
2.0,,1,"Felt very cheap. Key travel was ridiculously mushy, not nearly as good as what it replaced.",not nearly as good as what it replaced,2015-11-19,0.4705300033092499,0.04187000170350075,0.4065200090408325,0.05149000138044357,0.029589999467134476,0,0.0,-0.5867,16,2,88.74,3697,0,1,0.0
5.0,,1,Great keyboard.  Good quality and reliability.,Five Stars,2015-11-19,0.48256000876426697,0.0376800000667572,0.3944999873638153,0.05542999878525734,0.029820000752806664,0,0.0,0.7906,6,1,-10.76,3697,0,1,0.0
5.0,,1,I just installed it last night.  Love the quiet keys and I only use Ergonomic keyboards.  This is the BEST ONE I'VE OWNED SO FAR.  Love the calculator and other buttons.  Customizable TOO.  Great product so far.  Highly recommend.,Love the quiet keys and I only use Ergonomic keyboards,2015-11-19,0.4890899956226349,0.03700000047683716,0.3907800018787384,0.04577000066637993,0.03734000027179718,0,0.0,0.9701,39,1,31.89,3697,0,0,0.0
5.0,,1,An absolute must for those with wrist problems.,Five Stars,2015-11-18,0.47905001044273376,0.037790000438690186,0.4065200090408325,0.04673999920487404,0.029910000041127205,0,0.0,-0.4019,8,1,80.28,3696,0,0,0.0
5.0,,1,Just as stated.,Five Stars,2015-11-18,0.484389990568161,0.0384799987077713,0.3990899920463562,0.047600001096725464,0.03044999949634075,0,0.0,0.0,3,1,93.81,3696,0,0,0.0
5.0,,1,excelent,Five Stars,2015-11-17,0.4788399934768677,0.038040000945329666,0.3945100009441376,0.05851000174880028,0.03009999915957451,0,0.0,0.0,1,1,-47.99,3695,0,1,0.0
4.0,,1,"Solid Performer and good feel once you get used to it. I've been using this daily for work from many months now and it has stood up well to the constant use I give it. I don't feel the keys are too tight or hard to press down. They do soften a bit over time and once used to it, the solid feel of this keyboard holds up, and that is important to me, as well as the split keyboard. Works well with my Mac.",Solid Performer and good feel once you get used to it,2015-11-16,0.4895699918270111,0.03692999854683876,0.39858001470565796,0.04569000005722046,0.02923000045120716,0,0.0,0.8689,85,5,96.52,3694,0,1,0.0
5.0,,1,"I really like this keyboard.  I have 2 now, one for the office and one for home.  It took about two days to get used to the angles but after that, I was good to go.  Not sure if it is helping with stress yet, but we shall see.  Lots of features I haven't tried yet, but will get to them soon.",Great Product for the Price,2015-11-16,0.48319000005722046,0.036890000104904175,0.3978799879550934,0.05283999815583229,0.029200000688433647,0,0.0,0.3407,62,1,42.39,3694,0,0,0.0
5.0,,1,"Incredible ergonomic keyboard.  Great for all customers, but if you have a standing desk, this is a MUST HAVE!  When you're standing, it is much harder to keep your hands close together on traditional keyboards which wreaks havoc on your forearms and wrists.  This will space them out just enough to be really comfortable standing up.  Don't improve your posture with a standing desk just to forget that you are now injuring your joints.",A must have for standing desk posture,2015-11-14,0.49327000975608826,0.03937000036239624,0.39173001050949097,0.04611999914050102,0.029510000720620155,0,0.0,-0.5664,74,1,13.29,3692,0,1,0.0
4.0,,1,Nice keyboard.  Came as expected.,Four Stars,2015-11-13,0.486409991979599,0.03773000091314316,0.3913399875164032,0.04667000100016594,0.03784999996423721,0,0.0,0.4215,5,1,49.48,3691,0,1,0.0
5.0,,1,Second one I bought. Don't spill anything on it. It has zero tolerance for liquids,Five Stars,2015-11-13,0.47898998856544495,0.03765000030398369,0.4069899916648865,0.04656999930739403,0.02979999966919422,0,0.0,0.296,15,3,83.32,3691,0,1,0.0
3.0,,1,This is way to sculpted for me.  I just find it to be overdone.,Too much curve,2015-11-12,0.484389990568161,0.0384799987077713,0.3990899920463562,0.047600001096725464,0.03044999949634075,0,0.0,0.0,14,1,91.11,3690,0,0,0.0
1.0,,1,"Update after 4 months of use: I hate it. In order to play Fallout 4 for example, I've put poster putty on keys to help find important keys more easily and also keep my fingers from pressing the wrong ones (especially tilde instead of tab, giving me the console instead of opening or closing the Pipboy/menu interface). For general typing, the keys are annoyingly slick and I find myself having to check finger placement because the little F and J marker nobs are easy to miss.

Also, who in their right mind would put a Function Lock key on a keyboard, especially RIGHT by the F12 key? Function keys are essential to a lot of games, and keys becoming suddenly unresponsive is not cool. Microsoft apparently thinks people only use keyboards for email anymore (which is what they've placed as primary labels and uses for the function keys, while the F-number labels get relegated to the side of the key). Bad Microsoft. No cookie for you.

Unfortunately this keyboard seems to be the only real option for the split-key style, so I'm sticking with it even though it sucks. On the plus side, the spacebar isn't giving me as much trouble as I expected, but it is quite noisy and I've probably learned to hit it harder by this point. I think I'll sum up my entire feelings about this keyboard in one word: blaaaaaaaaaaaaaaaaah.

Original review:

Keep in mind, this is an almost fresh-out-of-the-box review, with about 20 minutes of use. I got the retail version based on reviews saying the spacebar for the business edition is crap, and one review where a person bought both versions and said the retail keyboard's spacebar was better.

So, let's get right to the spacebar itself: it definitely needs a stronger press than the letter keys. The pressing-feel of the letter keys are smooth but the spacebar isn't, and the space has a definite thud/click to it while the letter keys are quiet (not truly silent, but definitely not clicky). Since the space does require a bit of extra push, it'll take some time to see how annoying it is... already not real impressed. Specifically for gaming, with left-hand centered over the WASD keys for movement, the spacebar does becoming notably harder to push properly. New learning of finger-placement to get the thumb further towards the center of the spacebar may do the trick, but that's frustrating because it's muscle-memory for gamers. This wouldn't be an issue if the manufacturer had designed the spacebar properly.

Also, the left-hand resting area with the ergonomic ""pillow"" (which is really just thin soft-ish vinyl-type material over the underlying plastic base) needs to be extended further left. The edge of my hand rests right on the edge, and that's not comfortable and also a little off-putting. The pillow-surface itself feels weirdly slimy due to the texture the manufacturers decided to use, and the keys themselves also feel a little weirdly-slick. This is even more noticeable on the spacebar just based off how much harder you have to push it. The more I use it, the more I get used to it, but it was very noticeable right off the bat... and the keys do have a slight texture to them that seems counter-intuitive to sliding. Coming from an old, very well-worn keyboard with very smooth keys from being so worn, I should not be noticing that the textured keys on a new keyboard feel slippery... but there it is.

Still, this seems like the best keyboard available for the split-key, ergonomic style. I got dragged kicking and screaming into purchasing this because my baby finally died... the trusty old Microsoft Natural Keyboard Elite that I've either never replaced or replaced once in the early 2000's (I honestly can't remember). Either way, my baby could no longer be called ""trusty"" due to a years-old short that would often press keys around the scroll-lock button when the keyboard was moved (resulting in random screenshots while playing games on Steam). Sometimes many or all keys would not work until after a thorough, careful cleaning disassembling everything and putting it back together after. The death-knell was when the short would stick one of the shift keys and possibly other function-related keys for an over-long amount of time, resulting in much frustrated key-pressing and faux-all-caps-rage until the thing finally behaved itself again. One cannot play something like an MMO with that kind of performance, and even chatting on instant messenger became obnoxious.

So I have retired my baby and am relegated to this thing. It... works, but it could definitely be done better. If it continues to preform as it does now, I will live with it... if it falls apart quickly, you'll be seeing a very unhappy update to this review. I got the 2-year protection plan just in case, and I'd recommend it since it's less than $3 and may be worth its weight in gold... way more than $3 worth of gold, obviously. Microsoft really needs to bring back the Elite, and all they really need to do is give it a USB plug. The saying is true: they really don't make 'em like they used to... it's all about shoddy everything now, because a well-made product means less future purchases. Sad fact, one the industry does not need to subscribe to but as we've seen over recent years, money beats honor. Shame.","not real impressed, but out of decent options after the grand old Elite died",2015-11-12,0.48489001393318176,0.037060000002384186,0.4035100042819977,0.04568000137805939,0.028860000893473625,0,0.0,0.9805,905,30,57.74,3690,0,1,0.0
3.0,,1,"I really like this keyboard but the F keys do not work even when I click on the ""F Lock"" key. I've tried a dozen ways to fix and it appears it is a common issue when I search for fixes on the internet. I would give this keyboard 4 stars (5 if it were wireless) if the F keys worked. If anyone has suggestions for a fix, I would appreciate it.",Easy to Get Used to,2015-11-12,0.48548001050949097,0.03685000166296959,0.4029200077056885,0.045579999685287476,0.029170000925660133,0,0.0,0.6648,72,4,87.05,3690,0,1,0.0
5.0,,1,Good product cheaper than stores. Satisfied customer.,Five Stars,2015-11-12,0.474480003118515,0.047850001603364944,0.3958599865436554,0.0521400012075901,0.029659999534487724,0,0.0,0.6908,7,1,55.91,3690,0,1,0.0
1.0,,1,Went through several of these over a long time (the white ones). This one sucks. It keeps locking up and requiring I unplug it to come back. Went back to my previous verbatim keyboard. Dont buy this one.,Not reliable,2015-11-11,0.4835200011730194,0.0371600016951561,0.4039500057697296,0.04596000164747238,0.029410000890493393,0,0.0,-0.3612,38,5,89.14,3689,0,1,0.0
5.0,,0,"Easy to adjust to, this keyboard exceeded my expectations. I didn't think I could use a keyboard like this, but I went for it and tried. It works well and I feel very comfortable typing on it. I'm a programmer and even writing lots of code hasn't slowed me down. The programmable keys are also a nice little feature, but I often don't use them myself. They require the Fn lock to be hit too if you want to use the Function keys, so that's kind of annoying but it does open up a lot of options.

I tried using the extended ""arm"" is comes with, but I didn't find it too comfortable. It also makes a lot of noise when moving. I took it off, no harm, and if you enjoy it - great.",Surprisingly easy to adjust to.,2015-11-10,0.49187999963760376,0.03613999858498573,0.3968600034713745,0.04470999911427498,0.030400000512599945,0,0.0,0.9622,134,8,79.8,3688,0,1,0.0
